appid,title,developer,publisher,genres,languages,tags,release_date,price,old_userscore,is_free,detailed_description,about_the_game,short_description,pc_requirements,content_descriptors
412220,DDraceNetwork,DDNet Team,DDNet Team,"Action, Free to Play, Indie, Racing","English, French, German, Spanish - Spain, Dutch, Hungarian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Italian, Czech, Danish, Norwegian","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Includes level editor",2020-08-17,,,true,Prepare for the hardest cooperative 2D precision p...,Prepare for the hardest cooperative 2D precision p...,Want to play the hardest cooperative 2D platformer...,Minimum:OS *: Microsoft® Windows® Vista or newerPr...,
1546320,Your Chronicle,Samurai Games,Samurai Games,"RPG, Free to Play","English, Japanese, Simplified Chinese","Single-player, Steam Achievements, In-App Purchases, Steam Cloud",2021-04-04,,,true,"""Let's begin your own story.""This is a text-based ...","""Let's begin your own story.""This is a text-based ...","""Let's begin your own story."" This is a text-based...",Minimum:Requires a 64-bit processor and operating ...,
1817070,Marvel’s Spider-Man Remastered,"Insomniac Games, Nixxes Software",PlayStation PC LLC,"Action, Adventure, Casual","English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Spanish - Latin America, Swedish, Traditional Chineselanguages with full audio support","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on TV, Family Sharing",2022-08-12,"$59.99 ",,false,Steam Exclusive OfferLink your Steam Account to Pl...,Developed by Insomniac Games in collaboration with...,"In Marvel’s Spider-Man Remastered, the worlds of P...",Minimum:Requires a 64-bit processor and operating ...,
2551020,One-armed robber,Duhndal,Duhndal,"Action, Indie, Simulation, Strategy",Englishlanguages with full audio support,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Steam Cloud",2023-12-15,,,true,"Experience the challenge of robbing banks, but now...","Experience the challenge of robbing banks, but now...",One-armed robber is a chaotic first-person heist g...,"Minimum:OS *: Windows 7, 10 or 11Processor: Intel®...",
1013320,Firestone: Online Idle RPG,Holyday Studios,Holyday Studios,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free to Play, Early Access","English, German, Spanish - Spain, Greek, Portuguese - Brazil, Russian, Simplified Chinese, French, Japanese, Korean, Polish, Traditional Chinese, Turkish, Danish, Finnish, Swedish, Portuguese - Portugal, Spanish - Latin Americalanguages with full audio support","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet",2019-09-26,,,true,Firestone: Online Idle RPG is an idle battler game...,Firestone: Online Idle RPG is an idle battler game...,Firestone: Online Idle RPG is a multiplayer fantas...,Minimum:Requires a 64-bit processor and operating ...,
815370,Green Hell,Creepy Jar,Creepy Jar,"Action, Adventure, Indie, Simulation","English, French, Italian, German, Spanish - Spain, Traditional Chinese, Simplified Chinese, Portuguese - Portugal, Portuguese - Brazil, Russian, Polish, Czech, Japanese, Korean, Swedish, Thai, Vietnamese, Hungarian, Turkish, Indonesianlanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing",2019-09-05,"$24.99 ",78,false,More from Creepy Jarhttps://store.steampowered.com...,GREEN HELL is an Open World Survival Simulator set...,Plunge into the open world survival simulation set...,Minimum:Requires a 64-bit processor and operating ...,The game has mild levels of violence. The player n...
1128810,RISK: Global Domination,SMG Studio,SMG Studio,"Casual, Strategy, Free to Play","English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Turkish, Portuguese - Brazil","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",2020-02-19,,,true,Battle opponents in strategic warfare in the offic...,Battle opponents in strategic warfare in the offic...,"Take over the world in RISK Global Domination, the...",Minimum:Requires a 64-bit processor and operating ...,
1259970,eFootball PES 2021 SEASON UPDATE,Konami Digital Entertainment,Konami Digital Entertainment,Sports,"English, French, Italian, German, Spanish - Spain, Dutch, Greek, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkishlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, In-App Purchases, Partial Controller Support, Remote Play on Tablet, Family Sharing",2020-09-15,,,false,"""Please note that the latest data for certain lice...","""Please note that the latest data for certain lice...",Celebrate 25 years of PES with the eFootball PES 2...,Minimum:Requires a 64-bit processor and operating ...,
389730,TEKKEN 7,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,"Action, Sports","English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chineselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",2017-06-01,"$39.99 ",82,false,GET READYhttps://store.steampowered.com/app/177882...,Discover the epic conclusion of the Mishima clan a...,Discover the epic conclusion of the long-time clan...,Minimum:Requires a 64-bit processor and operating ...,
2484110,FINAL FANTASY VII EVER CRISIS,"Square Enix, Applibot, Inc.",Square Enix,"Adventure, RPG","English, Japanese","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",2023-12-06,,,true,Relive the most memorable moments from FFVII and e...,Relive the most memorable moments from FFVII and e...,Relive the most memorable moments from FFVII and e...,Minimum:Requires a 64-bit processor and operating ...,
824270,KovaaK's,KovaaK Games,KovaaK Games,"Action, Indie, Simulation",English,"Single-player, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Family Sharing",2018-04-03,"$9.99 ",,false,DISCORD CHANNELConnect directly with the KovaaK's ...,"KovaaK’s, has been revolutionizing aim training si...","Master your aim with KovaaK’s, the world’s best ai...",Minimum:Requires a 64-bit processor and operating ...,
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,KONAMI,KONAMI,"Action, Adventure","English, French, Italian, German, Japanese, Portuguese - Brazil, Russian, Spanish - Latin Americalanguages with full audio support","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, In-App Purchases, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2015-09-01,"$19.99 ",91,false,Konami Digital Entertainment continues forth the ‘...,Konami Digital Entertainment continues forth the ‘...,Ushering in a new era for the METAL GEAR franchise...,"Minimum:OS: Windows 7x64, Windows 8x64, Windows 10...",
383120,Empyrion - Galactic Survival,Eleon Game Studios,Eleon Game Studios,"Adventure, Indie, Simulation, Strategy","English, German, French, Russian, Italian, Portuguese - Brazil, Simplified Chinese, Greek","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, LAN Co-op, Steam Workshop, Partial Controller Support, Family Sharing",2020-08-05,"$19.99 ",,false,Featured DLChttps://store.steampowered.com/app/276...,Empyrion – Galactic Survival is a true space sandb...,Build and explore in a true space sandbox survival...,Minimum:Requires a 64-bit processor and operating ...,
32470,STAR WARS™ Empire at War - Gold Pack,Petroglyph,"LucasArts, Lucasfilm, Disney",Strategy,"English, French, Italian, German, Spanish - Spainlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing",2010-05-25,"$19.99 ",,false,Command or corrupt an entire galaxy in the definit...,Command or corrupt an entire galaxy in the definit...,Command or corrupt an entire galaxy in the definit...,Minimum: Computer: 100% DirectX 9.0c compatible co...,
602960,Barotrauma,"FakeFish, Undertow Games",Daedalic Entertainment,"Action, Indie, Simulation, Strategy","English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain, Polish, Spanish - Latin America, Turkish, Japanese, Korean","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",2023-03-13,"$34.99 ",81,false,Buzzhttps://store.steampowered.com/app/976890/Hidd...,"""Work together to explore and survive, and/or sabo...",Barotrauma is a 2D co-op submarine simulator – in ...,Minimum:Requires a 64-bit processor and operating ...,"Contains violence, gore, and drug use."
356190,Middle-earth™: Shadow of War™,Monolith Productions,WB Games,"Action, Adventure, RPG","English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Arabic, Korean, Simplified Chinese, Traditional Chineselanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",2017-10-09,"$7.49 ",,false,"Go behind enemy lines to forge your army, conquer ...","Go behind enemy lines to forge your army, conquer ...",Experience an epic open-world brought to life by t...,Minimum:Requires a 64-bit processor and operating ...,
365360,Battle Brothers,Overhype Studios,Overhype Studios,"Indie, RPG, Strategy",English,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",2017-03-24,"$14.99 ",80,false,Wishlist our next game!https://store.steampowered....,Battle Brothers is a turn based tactical RPG which...,Battle Brothers is a turn based tactical RPG which...,"Minimum:OS *: Windows XP, Windows Vista, Windows 7...",
1599600,PlateUp!,It's happening,Yogscast Games,"Action, Casual, Indie, Strategy","English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean, Turkish","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",2022-08-04,"$19.99 ",,false,Other games by Yogscast Gameshttps://store.steampo...,Join us on Discord!PlateUp! combines chaotic kitch...,"Cook and serve your dishes, design and decorate yo...",Minimum:Processor: Quad Core I5 or AMD equivalentM...,
266840,Age of Mythology: Extended Edition,"SkyBox Labs, Ensemble Studios",Xbox Game Studios,"Simulation, Strategy","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Traditional Chineselanguages with full audio support","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing",2014-05-08,"$29.99 ",66,false,Age of MythologyThe classic real time strategy gam...,Age of MythologyThe classic real time strategy gam...,Age of Mythology is back! Choose your god and take...,"Minimum:OS *: Windows Vista, 7, 8.1+Processor: 1.6...",
1974050,Torchlight: Infinite,XD,XD,"Action, Adventure, RPG, Free to Play","English, Simplified Chinese, French, German, Russian, Japanese, Thai, Traditional Chinese, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Koreanlanguages with full audio support","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",2023-05-09,,,true,"JOIN US ON DISOCRDAbout the GameThe new season ""Tw...","The new season ""Twinightmare"" is now live! You can...",The fate of Ember Technology is in your hands. Wit...,Minimum:OS *: Windows 7Processor: Intel Core i5 25...,
477160,Human Fall Flat,No Brakes Games,Curve Games,"Adventure, Casual, Indie, Simulation","English, French, German, Spanish - Spain, Russian, Italian, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Thai, Turkish, Ukrainian, Traditional Chineselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing",2016-07-22,"$19.99 ",70,false,Wishlist Human Fall Flat 2!https://store.steampowe...,***JOIN OUR DISCORD******NEW LEVEL 'UNDERWATER' AV...,"Human Fall Flat is a hilarious, light-hearted plat...",Minimum:OS *: Windows XP/Vista/7/8/8.1/10 x86 and ...,
361420,ASTRONEER,System Era Softworks,System Era Softworks,"Adventure, Indie","English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Russian, Simplified Chinese, Portuguese - Brazil, Turkish","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",2019-02-05,"$29.99 ",,false,Explore and reshape distant worlds! Astroneer is s...,Explore and reshape distant worlds! Astroneer is s...,A game of aerospace industry and interplanetary ex...,Minimum:Requires a 64-bit processor and operating ...,
200260,Batman: Arkham City - Game of the Year Edition,Rocksteady Studios,WB Games,"Action, Adventure","English, French, German, Italian, Polish, Portuguese - Brazil, Russian, Spanish - Spainlanguages with full audio support","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2012-09-07,"$19.99 ",91,false,"Batman: Arkham City builds upon the intense, atmos...","Batman: Arkham City builds upon the intense, atmos...",Get Batman: Arkham City and all DLC for one low pr...,"OS *: Windows XP, Vista, 7 Processor: Intel Core 2...",
2287220,F1® Manager 2023,Frontier Developments,Frontier Developments,"Simulation, Strategy","English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Turkishlanguages with full audio support","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2023-07-31,"$13.74 ",79,false,Deluxe EditionPurchase the Deluxe Edition of F1® M...,The intense world of Formula 1® comes alive for a ...,The intense world of Formula 1® comes alive for a ...,Minimum:Requires a 64-bit processor and operating ...,
1084160,Jagged Alliance 3,Haemimont Games,THQ Nordic,"Action, Strategy","English, German, Russian, French, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Polish, Indonesianlanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2023-07-14,"$44.99 ",81,false,More like this!https://store.steampowered.com/app/...,"Grand Chien, a nation of rich natural resources an...",The country of Grand Chien is thrown into chaos wh...,Minimum:Requires a 64-bit processor and operating ...,"Violence
Blood, Gore
Suggestive Themes
Strong L..."
1172380,STAR WARS Jedi: Fallen Order™,Respawn Entertainment,Electronic Arts,"Action, Adventure","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineselanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Tablet, Remote Play on TV, HDR available",2019-11-14,"$39.99 ",81,false,Continue Cal’s Journey in STAR WARS Jedi: Survivor...,A galaxy-spanning adventure awaits in Star Wars Je...,A galaxy-spanning adventure awaits in Star Wars Je...,Minimum:Requires a 64-bit processor and operating ...,
1644960,NBA 2K22,Visual Concepts,2K,"Simulation, Sports","English, French, Italian, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Germanlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Remote Play on Tablet, Remote Play Together, Family Sharing",2021-09-09,,,false,NBA 2K22 NBA 75th Anniversary EditionThis edition ...,NOTE: All multiplayer servers for NBA 2K22 will be...,NOTE: All multiplayer servers for NBA 2K22 will be...,"Minimum:OS *: Windows 7 64-bit, Windows 8.1 64-bit...",
329110,Gems of War - Puzzle RPG,Infinity Plus 2,505 Games,"Action, Adventure, Casual, RPG, Strategy, Free to Play","English, French, Italian, German, Spanish - Spain, Russian, Simplified Chineselanguages with full audio support","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud",2014-11-20,,,true,"Welcome to Gems of Wars, the newest Puzzle-RPG hyb...","Welcome to Gems of Wars, the newest Puzzle-RPG hyb...","From the creators of Puzzle Quest, play the new Pu...","Minimum:OS *: Vista SP1+, Windows 7 or higherProce...",
244450,Men of War: Assault Squad 2,Digitalmindsoft,Fulqrum Publishing,"Action, Simulation, Strategy","English, German, Russian, French, Italian, Spanish - Spain, Polish, Turkish, Simplified Chineselanguages with full audio support","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing",2014-05-15,"$29.99 ",68,false,Men of War: Assault Squad 2 features new single pl...,Men of War: Assault Squad 2 features new single pl...,Men of War: Assault Squad 2 features new single pl...,"Minimum:OS *: 64bit - Windows 7, 8, 10Processor: 4...",
2563970,Sky: Children of the Light Demo,thatgamecompany,thatgamecompany,,"English, French, Italian, German, Indonesian, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Vietnameselanguages with full audio support","Single-player, Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, Game demo",2023-10-09,,,true,,,,Minimum:Requires a 64-bit processor and operating ...,
1574360,Uncharted Waters Origin,"KOEI TECMO GAMES CO., LTD., LINE Games Corporation, Motif Co.,Ltd.",LINE Games Corporation,"Adventure, Free to Play, Massively Multiplayer, RPG, Simulation, Strategy","English, Japanese, Simplified Chinese, Traditional Chineselanguages with full audio support","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",2023-03-05,,,true,"Add it to your Wishlist, NowAbout the GameCommemor...",Commemorating the 30th anniversary of the ‘Unchart...,Commemorating 30 years of the Uncharted Waters ser...,"Minimum:OS *: 64-bit Windows 7, Windows 8.1, Windo...",
1256670,Library Of Ruina,ProjectMoon,ProjectMoon,"Indie, RPG, Strategy","English, Japanese, Simplified Chinese, Koreanlanguages with full audio support","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing",2021-08-10,"$29.99 ",,false,“May you find your book in this place.”Become the ...,“May you find your book in this place.”Become the ...,"""May you find your book in this place."" Combat bet...",Minimum:Requires a 64-bit processor and operating ...,
1384160,GUILTY GEAR -STRIVE-,Arc System Works,Arc System Works,Action,"English, Japanese, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Koreanlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2021-06-11,"$39.99 ",85,false,necessary discrepancy original soundtrack◆Rock to ...,Discover the Smell of the Game with Guilty Gear -S...,The cutting-edge 2D/3D hybrid graphics pioneered i...,Minimum:OS *: Windows 8/10 (64-bit OS required)Pro...,
573090,Stormworks: Build and Rescue,Geometa,Geometa,Simulation,English,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Workshop, Partial Controller Support, Family Sharing",2020-09-17,"$24.99 ",,false,"Stormworks tshirts, hoodies, mugs, and other merch...","Stormworks tshirts, hoodies, mugs, and other merch...","Join a world where you design, create and pilot yo...",Minimum:OS *: Windows 7 / 8 / 10Processor: Intel C...,
851850,DRAGON BALL Z: KAKAROT,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment Inc.,"Action, RPG","English, French, Italian, German, Spanish - Spain, Arabic, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Thailanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2020-01-16,"$21.24 ",73,false,Digital Deluxe EditionThe Deluxe Edition includes ...,BE THE HOPE OF THE UNIVERSE• Experience the story ...,Relive the story of Goku and other Z Fighters in D...,Minimum:Requires a 64-bit processor and operating ...,
603850,Age of History II,Łukasz Jakowski,Łukasz Jakowski Games,Strategy,"English, German, Dutch, Russian, Greek, Polish, Romanian, Czech, Italian, Hungarian, French, Spanish - Spain, Turkish, Portuguese - Portugal, Korean, Traditional Chinese, Japanese, Portuguese - Brazil, Simplified Chineselanguages with full audio support","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Workshop, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",2018-11-21,"$4.99 ",,false,Age of History IIAge of History is a grand strateg...,Age of History IIAge of History is a grand strateg...,Age of History II is a grand strategy wargame that...,Minimum:OS *: Microsoft® Windows Vista®/XP®/7®/8®/...,
670290,Real Pool 3D - Poolians,Poolians.com,ThankGame.com,"Action, Casual, Free to Play, Indie, Massively Multiplayer, Simulation, Sports, Strategy","English, Spanish - Spain, Japanese, Portuguese - Portugal, Simplified Chinese, Traditional Chinese, French, German, Korean, Portuguese - Brazil, Russian, Spanish - Latin America, Polish, Turkish, Vietnamese","Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Stats",2018-01-04,,,true,Real Pool 3D (Poolians) is one of the best online ...,Real Pool 3D (Poolians) is one of the best online ...,Real Pool 3D (Poolians) is one of the best online ...,Minimum:Memory: 1024 MB RAMDirectX: Version 9.0cSt...,
588430,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks,"RPG, Simulation, Free to Play","English, French, Italian, German, Spanish - Spain, Russian","Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Stats",2017-03-29,,63,true,Fallout Shelter puts you in control of a state-of-...,Fallout Shelter puts you in control of a state-of-...,Fallout Shelter puts you in control of a state-of-...,Minimum:Requires a 64-bit processor and operating ...,
1961460,PROJECT: PLAYTIME,Mob Entertainment,Mob Entertainment,"Action, Indie, Free to Play, Early Access","English, French, German, Spanish - Spain, Russian, Spanish - Latin America, Italian, Portuguese - Brazillanguages with full audio support","Multi-player, Co-op, Online Co-op, In-App Purchases",2022-12-12,,,true,PROJECT: PLAYTIME is a free-to-play multiplayer ho...,PROJECT: PLAYTIME is a free-to-play multiplayer ho...,PROJECT: PLAYTIME is a Free-to-Play multiplayer ho...,Minimum:Requires a 64-bit processor and operating ...,
1404210,Red Dead Online,Rockstar Games,Rockstar Games,"Action, Adventure","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineselanguages with full audio support","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Family Sharing",2020-12-01,"$19.99 ",,false,"Step into the vibrant, ever-evolving world of Red ...","Step into the vibrant, ever-evolving world of Red ...","Step into the vibrant, ever-evolving world of Red ...",Minimum:Requires a 64-bit processor and operating ...,
613100,House Flipper,Empyrean,"Frozen District, PlayWay S.A.","Indie, Simulation","English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Czech, Japanese, Korean, Romanian, Turkish, Hungarian, Portuguese - Brazil, Traditional Chinese, Ukrainian, Greek, Dutch, Norwegian, Portuguese - Portugal, Spanish - Latin America","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",2018-05-17,"$24.99 ",67,false,CHECK OUT OUR FRIENDS' GAMEShttps://store.steampow...,You've got to earn it around here before you purch...,House Flipper is a unique chance to become a one-m...,Minimum:Requires a 64-bit processor and operating ...,
568220,Lobotomy Corporation | Monster Management Simulation,ProjectMoon,ProjectMoon,"Indie, Simulation","English, Korean, Japanese, Simplified Chinese, Traditional Chinese, Russian, Bulgarian, Spanish - Latin America, French, Portuguese - Portugal, Portuguese - Brazil","Single-player, Family Sharing",2018-04-09,"$24.99 ",,false,"Monsters beyond your imagination, and you: The Man...","Monsters beyond your imagination, and you: The Man...",A roguelite monster-management simulation inspired...,Minimum:OS *: Windows 8.1 or laterProcessor: Intel...,
1180320," War of the Three Kingdoms",杭州游卡网络技术有限公司,杭州游卡网络技术有限公司,Strategy,Simplified Chineselanguages with full audio support,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",2021-12-17,,,true,《三国杀》是一款拥有沉浸体验感的以三国时代为背景的线上卡牌游戏。玩家可扮演三国时期人物，根据随机抽中...,《三国杀》是一款拥有沉浸体验感的以三国时代为背景的线上卡牌游戏。玩家可扮演三国时期人物，根据随机抽中...,《三国杀》是一款拥有沉浸体验感的以三国时代为背景的线上卡牌游戏。玩家可扮演三国时期人物，根据随机抽中...,Minimum:OS: windows7以上Processor: 1.8 GHz Processor...,
1286680,Tiny Tina's Wonderlands,Gearbox Software,2K,"Action, Adventure, RPG","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Thai, Traditional Chineselanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Family Sharing",2022-06-23,"$14.99 ",,false,Tiny Tina's Wonderlands: Chaotic Great EditionTHE ...,Party up with friends in cross-platform multiplaye...,"Embark on an epic adventure full of whimsy, wonder...",Minimum:Requires a 64-bit processor and operating ...,
47890,The Sims™ 3,The Sims Studio,Electronic Arts,Simulation,"Czech, Danish, Dutch, English, Finnish, French, German, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Spanish - Spain, Swedish, Traditional Chinese","Single-player, Family Sharing",2011-01-27,"$19.99 ",86,false,Get the Latest Version of the Simshttps://store.st...,Play with Life.Create the lives you've always want...,The Sims 3: Create the perfect world with full cus...,OS *: Windows XP (Service Pack 2) or Windows Vista...,
707010,Will To Live Online,AlphaSoft LLC,AlphaSoft LLC,"Action, Indie, Massively Multiplayer, RPG, Free to Play, Early Access","English, Russian, German, Simplified Chineselanguages with full audio support","Multi-player, MMO, PvP, Online PvP, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled",2018-04-05,,,true,Will To Live Online — MMORPG-shooter with elements...,Will To Live Online — MMORPG-shooter with elements...,Will To Live is a MMORPG-shooter whose action take...,Minimum:Requires a 64-bit processor and operating ...,
1057090,Ori and the Will of the Wisps,Moon Studios GmbH,Xbox Game Studios,Action,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, HDR available, Family Sharing",2020-03-10,"$29.99 ",88,false,ORI AND THE WILL OF THE WISPS IS A MUST PLAY*: •	9...,ORI AND THE WILL OF THE WISPS IS A MUST PLAY*: •	9...,Play the critically acclaimed masterpiece. Embark ...,Minimum:OS: Windows 10 Version 18362.0 or higherPr...,
1097150,Fall Guys,Mediatonic,,"Action, Casual, Indie, Massively Multiplayer, Sports","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",2020-08-03,,80,false,You’re invited to dive and dodge your way to victo...,You’re invited to dive and dodge your way to victo...,"Fall Guys is a free, cross-platform massively mult...",Minimum:Requires a 64-bit processor and operating ...,
